total_charges,contract,monthly_charges,payment_method,tenure
5058.5,2,75.5,2,67
2432.7,0,71.55,1,34
1073.6,0,48.8,1,22
4745.0,1,91.25,2,52
3026.8,1,54.05,0,56
1718.1,0,95.45,2,18
5854.8,1,104.55,0,56
361.6,0,90.4,2,4
7360.0,1,115.0,2,64
4934.900000000001,2,80.9,0,61
7057.400000000001,2,99.4,2,71
139.6,0,69.8,1,2
6534.4,1,102.1,2,64
4880.25,0,108.45,1,45
427.5,1,23.75,3,18
1696.2,1,25.7,1,66
1500.35,2,40.55,3,37
975.0,2,25.0,3,39
2120.0,0,84.8,2,25
1914.0,0,87.0,0,22
196.0,1,19.6,0,10
407.0,1,20.35,3,20
515.2,0,64.4,1,8
2555.35,0,52.15,1,49
6880.25,2,105.85,1,65
45.2,0,45.2,2,1
472.25,0,94.45,2,5
6955.2,2,96.6,0,72
7930.8,2,110.15,2,72
5315.9,1,100.3,3,53
1581.3,0,75.3,3,21
7553.0,1,107.9,2,70
3422.1,1,103.7,3,33
1738.8,0,75.6,0,23
2459.25,2,54.65,0,45
687.75,1,19.65,3,35
324.0,0,20.25,0,16
5225.85,2,106.65,1,49
19.3,0,19.3,3,1
4928.8,2,80.8,0,61
1326.0,1,19.5,0,68
19.75,0,19.75,3,1
3216.0,2,53.6,2,60
1354.15,2,25.55,1,53
2892.4,0,103.3,2,28
139.3,0,69.65,2,2
70.2,0,70.2,2,1
1162.4,0,72.65,2,16
1447.2,2,20.1,0,72
330.9,0,55.15,3,6
323.85,0,107.95,2,3
4429.6,0,90.4,1,49
50.45,0,50.45,3,1
4720.0,0,94.4,1,50
351.6,0,29.3,3,12
2569.6,0,80.3,1,32
7021.0,2,103.25,1,68
20.8,0,20.8,3,1
1440.0,1,36.0,1,40
256.75,0,51.35,2,5
5677.2,2,78.85,0,72
85.45,0,85.45,2,1
6327.799999999999,2,109.1,1,58
590.4000000000001,1,24.6,0,24
251.7,0,83.9,3,3
1258.6,2,20.3,0,62
7984.8,2,110.9,1,72
3552.5,0,71.05,2,50
1320.0,2,20.0,1,66
3248.0,0,81.2,2,40
2830.0,1,70.75,1,40
6911.05,2,103.15,0,67
5866.0,0,104.75,2,56
1292.8,2,20.2,3,64
1687.0,0,84.35,2,20
6780.5,2,95.5,1,71
3056.55,0,74.55,1,41
3520.8,2,48.9,3,72
835.1999999999999,1,46.4,1,18
5041.0,1,71.0,0,71
3019.9,2,65.65,3,46
931.5,2,20.25,0,46
3115.05,1,54.65,3,57
5484.200000000001,2,80.65,2,68
25.15,0,25.15,3,1
775.1999999999999,2,20.4,0,38
2537.6,0,79.3,3,32
90.0,0,45.0,2,2
701.5,0,70.15,3,10
1396.8,2,19.4,0,72
7202.0,2,110.8,1,65
1766.1,0,84.1,2,21
1316.55,2,19.65,3,67
910.2,1,75.85,3,12
2570.0,0,102.8,3,25
681.6,0,85.2,2,8
19.45,0,19.45,2,1
5161.0,2,79.4,0,65
109.7,0,54.85,3,2
3019.4,2,48.7,0,62
3056.4,0,84.9,2,36
733.4,1,19.3,3,38
3397.2000000000003,1,59.6,3,57
651.2,1,20.35,1,32
3977.6,0,90.4,3,44
108.8,0,54.4,3,2
4694.5,0,114.5,0,41
1272.6,0,90.9,0,14
4793.599999999999,0,85.6,0,56
591.85,0,84.55,2,7
224.95,0,20.45,1,11
262.6,1,20.2,3,13
7465.650000000001,2,105.15,0,71
546.7,0,24.85,1,22
4158.0,1,99.0,2,42
294.75,1,19.65,3,15
6358.35,2,92.15,3,69
1731.9,0,75.3,1,23
1403.15,0,73.85,1,19
3190.95,2,50.65,0,63
4960.6,2,72.95,0,68
80.55,0,80.55,2,1
702.9,0,39.05,2,18
4135.75,2,58.25,0,71
305.25,1,20.35,1,15
157.6,2,19.7,3,8
2032.8,0,96.8,0,21
538.5,0,89.75,2,6
2056.2000000000003,1,29.8,1,69
3835.2,2,56.4,3,68
20.3,0,20.3,0,1
1236.9,1,19.95,0,62
3000.1,1,78.95,1,38
426.5,0,85.3,2,5
283.79999999999995,0,94.6,2,3
5204.25,0,115.65,2,45
20.95,0,20.95,3,1
679.5,0,75.5,1,9
1396.0,0,69.8,0,20
4293.0,0,79.5,2,54
394.0,2,19.7,3,20
5188.799999999999,2,108.1,0,48
1347.3,0,24.95,0,54
50.1,0,50.1,2,1
43.8,0,43.8,2,1
19.55,0,19.55,3,1
957.6,1,19.95,0,48
19.55,0,19.55,3,1
2667.7,1,72.1,3,37
19.1,0,19.1,3,1
982.8,2,25.2,3,39
222.0,0,55.5,1,4
796.9499999999999,1,24.15,1,33
346.5,0,19.25,3,18
200.2,0,50.05,3,4
1187.2,1,21.2,3,56
1190.0,0,70.0,2,17
4505.0,1,90.1,1,50
1461.6,2,20.3,0,72
750.5,0,75.05,2,10
502.50000000000006,2,20.1,3,25
1778.55,2,25.05,1,71
511.0,0,25.55,0,20
1205.4,0,86.1,2,14
3481.3,1,56.15,0,62
204.0,0,25.5,3,8
4862.7,0,90.05,2,54
7234.599999999999,1,118.6,2,61
3989.85,2,59.55,2,67
3986.15,2,81.35,1,49
6052.2,2,91.7,0,66
4892.7,0,104.1,2,47
756.0,0,36.0,3,21
5049.0,0,99.0,2,51
1797.4,0,81.7,2,22
62.1,0,20.7,3,3
7072.0,2,110.5,1,64
3577.8,0,53.4,1,67
1828.8,2,25.4,3,72
2273.65,2,61.45,1,37
725.2,1,19.6,3,37
4034.4,0,98.4,2,41
6776.25,0,104.25,2,65
935.3,1,19.9,0,47
1948.7,0,74.95,0,26
768.15,0,85.35,2,9
4836.0,2,80.6,0,60
86.05,0,86.05,2,1
2703.2000000000003,2,43.6,1,62
415.5,0,69.25,3,6
5225.799999999999,1,98.6,3,53
2416.0,0,75.5,0,32
7929.45,1,118.35,0,67
381.0,0,25.4,1,15
1479.8,0,30.2,0,49
1213.3,0,55.15,2,22
6736.0,2,105.25,2,64
1729.35,0,82.35,2,21
1177.1999999999998,0,98.1,2,12
4046.3,0,94.1,2,43
1343.1,1,20.35,2,66
4228.4,0,96.1,2,44
351.04999999999995,1,20.65,3,17
50.1,0,50.1,3,1
4987.8,0,97.8,2,51
182.25,0,20.25,3,9
6403.2,1,100.05,1,64
600.0,0,75.0,3,8
4235.099999999999,0,74.3,2,57
4053.3,1,68.7,0,59
4233.6,1,66.15,1,64
19.4,0,19.4,3,1
6184.8,2,85.9,1,72
80.5,0,80.5,2,1
1275.0,1,25.0,0,51
3540.6,0,84.3,2,42
20.3,0,20.3,1,1
5779.2,2,103.2,0,56
4149.6,0,106.4,2,39
1016.25,1,40.65,1,25
5175.900000000001,1,72.9,0,71
460.0,0,46.0,3,10
3396.0,0,84.9,2,40
1632.0,2,24.0,0,68
1244.4,1,20.4,3,61
5996.1,2,86.9,0,69
2560.5,1,85.35,0,30
46.2,0,46.2,1,1
423.5,1,19.25,3,22
3606.2,2,94.9,0,38
225.75,0,75.25,2,3
35.45,0,35.45,2,1
3671.55,1,89.55,2,41
352.1,0,50.3,0,7
7055.0,2,103.75,1,68
319.75,0,63.95,1,5
4206.599999999999,1,102.6,2,41
901.25,0,25.75,2,35
1634.0,0,86.0,0,19
5482.05,2,79.45,1,69
3323.2499999999995,2,73.85,1,45
4545.95,2,67.85,3,67
4843.400000000001,1,79.4,2,61
2036.4,0,84.85,0,24
1523.5,0,69.25,2,22
5115.6,1,81.2,1,63
35.75,0,35.75,2,1
2499.6000000000004,0,104.15,2,24
3726.45,1,95.55,2,39
5755.049999999999,1,91.35,2,63
50.75,0,50.75,3,1
774.8000000000001,0,29.8,3,26
2105.35,1,51.35,2,41
446.6,1,20.3,1,22
3139.5,1,89.7,2,35
732.6,1,19.8,1,37
5700.75,0,103.65,1,55
2513.7000000000003,0,66.15,0,38
1124.8,0,35.15,2,32
1204.0,0,86.0,3,14
6451.099999999999,2,104.05,2,62
1208.2,0,86.3,2,14
2586.8,0,89.2,2,29
4849.2,0,89.8,3,54
6755.650000000001,1,95.15,1,71
4455.599999999999,1,94.8,0,47
190.2,0,95.1,1,2
2290.5,0,50.9,0,45
5327.0,2,76.1,1,70
81.4,0,20.35,3,4
2709.3,2,82.1,1,33
1886.0,1,94.3,1,20
1369.2,1,24.45,3,56
1196.4,0,99.7,0,12
19.55,0,19.55,3,1
2171.7,0,57.15,1,38
700.2,0,58.35,1,12
20.2,0,20.2,0,1
511.0,1,18.25,1,28
2158.6,0,50.2,3,43
6502.599999999999,2,106.6,2,61
884.8,0,55.3,2,16
701.0,0,70.1,2,10
5058.9,0,80.3,1,63
1472.5,1,23.75,1,62
1858.4,2,40.4,1,46
20.4,1,20.4,3,1
497.7,0,55.3,3,9
191.7,0,95.85,2,2
2420.25,2,69.15,1,35
5654.55,2,81.95,0,69
2643.3,1,80.1,0,33
970.6,2,21.1,2,46
69.6,0,69.6,2,1
75.55,0,75.55,2,1
1690.0,2,26.0,1,65
884.25,0,58.95,2,15
484.05000000000007,0,69.15,0,7
1486.75,0,78.25,2,19
1887.5,0,75.5,2,25
2641.0,0,69.5,1,38
991.1,2,18.7,3,53
45.3,0,45.3,2,1
69.1,0,69.1,3,1
1084.2,1,20.85,1,52
3388.4,2,78.8,2,43
1245.45,0,54.15,2,23
161.1,0,80.55,2,2
1706.8000000000002,0,50.2,0,34
267.6,0,44.6,0,6
1340.3,1,51.55,1,26
89.8,0,44.9,0,2
216.7,0,19.7,1,11
49.65,0,49.65,3,1
5180.75,1,97.75,0,53
19.75,0,19.75,1,1
1070.3,0,76.45,2,14
563.2,1,25.6,0,22
5395.2,1,84.3,1,64
4464.0,2,72.0,1,62
2354.4,1,65.4,3,36
324.0,0,81.0,2,4
3245.2000000000003,2,85.4,0,38
2740.8,0,85.65,0,32
3132.35,2,51.35,1,61
1823.5,1,26.05,1,70
2772.9500000000003,0,89.45,2,31
170.54999999999998,0,18.95,3,9
5943.3,2,90.05,1,66
199.0,0,19.9,3,10
1935.0,1,64.5,2,30
451.75,0,90.35,3,5
1298.7,2,24.05,0,54
2421.95,0,41.05,0,59
1010.0,2,25.25,1,40
3813.25,2,108.95,2,35
739.8,0,61.65,3,12
4000.5,0,95.25,0,42
7779.599999999999,2,108.05,1,72
2479.05,2,39.35,0,63
79.8,0,19.95,3,4
3604.0,2,53.0,2,68
2075.2,1,64.85,0,32
400.75,0,80.15,2,5
7858.8,1,109.15,1,72
76.2,0,76.2,2,1
55.8,0,55.8,2,1
6429.05,2,90.55,1,71
885.5,2,19.25,3,46
310.7,0,23.9,2,13
3333.3,0,81.3,1,41
2245.5,2,74.85,2,30
69.2,0,69.2,2,1
1087.9,1,49.45,1,22
20.05,0,20.05,3,1
781.5,0,78.15,1,10
852.15,1,44.85,1,19
1517.4,1,56.2,3,27
975.1,0,69.65,2,14
6711.25,2,113.75,2,59
151.4,0,75.7,2,2
252.6,2,21.05,0,12
183.6,0,45.9,2,4
7172.75,2,110.35,2,65
194.2,0,97.1,2,2
7518.900000000001,1,105.9,2,71
2751.0,0,91.7,1,30
2173.55,0,74.95,2,29
495.75,0,99.15,3,5
1574.1999999999998,0,92.6,2,17
1476.2,2,24.2,3,61
1431.2,0,89.45,1,16
942.35,1,20.05,3,47
2932.25,1,79.25,3,37
202.0,0,25.25,1,8
3494.4,2,54.6,2,64
992.0,2,24.8,3,40
205.5,0,20.55,3,10
681.75,0,75.75,0,9
4982.0,1,94.0,2,53
20.7,0,20.7,2,1
259.35,1,19.95,2,13
1870.0,1,55.0,3,34
518.6999999999999,0,24.7,3,21
0.0,2,20.25,3,0
1903.75,0,76.15,1,25
69.95,0,69.95,1,1
150.9,0,75.45,3,2
1001.1,2,21.3,0,47
6800.400000000001,2,94.45,1,72
3098.4500000000003,0,99.95,2,31
0.0,2,20.0,3,0
923.55,2,19.65,3,47
1785.6,2,24.8,1,72
20.55,0,20.55,1,1
312.3,0,34.7,1,9
122.0,0,30.5,2,4
1658.7,0,87.3,2,19
3233.6,0,75.2,2,43
3233.6,2,75.2,0,43
821.6999999999999,0,45.65,1,18
3890.25,0,99.75,2,39
1225.4,0,111.4,2,11
35.9,0,35.9,2,1
68.95,0,68.95,2,1
1462.0,0,34.0,0,43
316.79999999999995,1,26.4,3,12
4427.8,2,85.15,3,52
5907.2,2,83.2,2,71
7756.75,2,109.25,2,71
2829.0,0,94.3,1,30
943.8,1,24.2,3,39
165.3,0,55.1,3,3
63.6,1,21.2,3,3
5154.4,1,75.8,0,68
791.3000000000001,2,19.3,0,41
696.4,0,87.05,2,8
1738.8,2,24.15,1,72
799.5,0,79.95,2,10
643.8,1,53.65,1,12
7887.599999999999,2,109.55,2,72
1450.9499999999998,0,85.35,0,17
5334.6,1,78.45,2,68
5956.5,0,104.5,1,57
3949.75,0,106.75,0,37
48.95,0,48.95,2,1
5668.35,1,106.95,1,53
2718.3,1,79.95,0,34
2927.75,0,59.75,1,49
6051.5,2,86.45,1,70
4324.849999999999,2,64.55,0,67
1272.45,2,24.95,0,51
209.85,1,69.95,2,3
70.7,0,70.7,3,1
4247.599999999999,2,75.85,1,56
1355.4,0,112.95,3,12
2720.25,0,100.75,2,27
6101.6,1,105.2,1,58
121.2,0,20.2,3,6
1539.2,2,24.05,3,64
1279.2,0,79.95,1,16
4153.6,1,94.4,2,44
322.4,0,20.15,2,16
361.8,2,20.1,3,18
858.0,1,19.5,1,44
3045.0,0,101.5,2,30
1975.0,0,79.0,3,25
994.0,0,71.0,1,14
203.4,0,50.85,3,4
4158.0,2,99.0,1,42
143.15,0,20.45,3,7
1610.25,0,84.75,2,19
320.25,0,45.75,3,7
659.0,1,65.9,3,10
1526.25,0,101.75,2,15
1280.4,0,106.7,2,12
228.0,0,19.0,3,12
153.6,0,19.2,3,8
198.0,0,19.8,0,10
4070.0,0,74.0,2,55
5689.05,2,82.45,1,69
321.6,1,20.1,0,16
1532.55,0,30.05,1,51
6397.099999999999,2,90.1,2,71
3788.1,1,70.15,1,54
49.3,0,49.3,2,1
1423.5,0,54.75,1,26
161.2,0,20.15,0,8
243.6,0,20.3,3,12
371.75,0,74.35,2,5
3791.55,2,54.95,1,69
4547.099999999999,0,98.85,2,46
4418.3,0,96.05,0,46
863.1,0,95.9,0,9
5925.4,1,111.8,0,53
1654.35,0,40.35,2,41
820.0,2,20.0,3,41
3056.6000000000004,0,44.95,2,68
1117.8,2,31.05,0,36
3055.0,2,65.0,3,47
197.6,0,49.4,2,4
4941.0,2,81.0,0,61
3027.6,0,84.1,2,36
20.5,0,20.5,3,1
1105.3,0,78.95,2,14
5427.5,1,108.55,2,50
2300.4,0,85.2,1,27
470.35,1,20.45,3,23
225.0,0,75.0,3,3
3772.8,1,104.8,0,36
1809.6,0,75.4,1,24
6857.5,0,105.5,2,65
1551.55,1,50.05,2,31
5058.9,2,80.3,1,63
4053.5,1,60.5,1,67
1412.3000000000002,2,24.35,1,58
1576.5,0,105.1,2,15
1288.8,0,80.55,3,16
45.6,0,45.6,2,1
524.0,0,65.5,0,8
141.4,0,70.7,2,2
6382.900000000001,2,89.9,0,71
79.8,1,19.95,3,4
5633.799999999999,2,82.85,0,68
842.25,1,56.15,3,15
677.3000000000001,0,52.1,1,13
854.7,0,20.35,1,42
179.2,0,44.8,2,4
5482.5,0,109.65,0,50
228.8,0,57.2,3,4
103.1,0,51.55,3,2
892.4,2,19.4,3,46
6069.700000000001,1,104.65,2,58
755.6500000000001,1,44.45,1,17
411.6,2,19.6,3,21
190.3,0,95.15,2,2
5780.0,2,85.0,1,68
3103.8,0,110.85,2,28
1048.0,0,26.2,2,40
161.6,1,20.2,0,8
2632.0,0,75.2,2,35
321.75,0,64.35,2,5
279.3,0,19.95,3,14
300.29999999999995,0,50.05,3,6
4391.849999999999,2,65.55,0,67
5292.0,1,84.0,0,63
679.2,0,84.9,2,8
269.0,0,53.8,2,5
497.1,0,82.85,2,6
4598.65,0,93.85,0,49
1165.1,1,19.1,1,61
70.1,0,70.1,2,1
200.0,0,20.0,1,10
8434.800000000001,2,117.15,1,72
4102.200000000001,1,77.4,0,53
630.4499999999999,0,70.05,3,9
20.25,0,20.25,3,1
80.8,0,20.2,2,4
452.1,0,20.55,2,22
3401.7,0,100.05,2,34
446.75,0,89.35,2,5
99.25,0,19.85,1,5
1360.8,1,24.3,2,56
870.6500000000001,0,79.15,1,11
1928.85,1,58.45,3,33
4993.799999999999,2,86.1,2,58
2568.7,0,75.55,2,34
1722.5,2,26.5,0,65
88.3,0,44.15,2,2
1385.5,0,81.5,0,17
2557.8,1,40.6,0,63
1792.8,2,24.9,3,72
3979.65,0,92.55,0,43
8164.8,2,113.4,0,72
118.2,0,19.7,3,6
25.0,0,25.0,3,1
1561.3,0,60.05,2,26
6847.2,2,95.1,2,72
6269.2,1,111.95,2,56
20.25,0,20.25,3,1
1743.35,0,102.55,2,17
55.3,0,55.3,3,1
5882.0,2,86.5,0,68
1525.0,2,25.0,1,61
444.4,1,40.4,1,11
732.0,0,48.8,3,15
19.2,0,19.2,3,1
2901.9,0,85.35,2,34
1695.6,2,23.55,0,72
1600.3,1,61.55,2,26
6289.8,1,95.3,2,66
49.95,0,49.95,2,1
5440.0,2,85.0,1,64
181.95,0,60.65,3,3
390.0,0,19.5,0,20
4956.0,1,103.25,1,48
3091.7000000000003,1,71.9,1,43
275.1,1,19.65,3,14
1125.75,2,19.75,0,57
4788.0,2,66.5,1,72
1854.0,2,25.75,1,72
3078.0,2,81.0,1,38
99.2,0,49.6,3,2
381.8,0,95.45,2,4
1807.0,0,69.5,0,26
89.69999999999999,0,29.9,2,3
521.3000000000001,1,20.05,0,26
582.0,2,38.8,3,15
2201.1,1,100.05,3,22
325.0,2,25.0,0,13
266.4,0,44.4,2,6
1080.0,1,54.0,3,20
1432.8,2,19.9,1,72
3394.9,1,99.85,2,34
45.3,0,45.3,2,1
1073.8,1,20.65,3,52
1721.55,2,24.95,1,69
785.8499999999999,2,20.15,3,39
4862.0,2,74.8,0,65
1717.0,2,25.25,0,68
2115.0,0,84.6,3,25
506.4,0,84.4,2,6
4492.8,2,70.2,1,64
489.65,0,69.95,0,7
2755.2,0,86.1,2,32
826.15,2,20.15,3,41
89.3,0,44.65,3,2
1214.4,1,50.6,3,24
19.4,0,19.4,1,1
2381.4,1,44.1,0,54
2334.15,0,59.85,3,39
1126.3,0,80.45,2,14
487.9,0,69.7,1,7
487.5,1,19.5,0,25
4089.8,0,92.95,0,44
6093.900000000001,1,99.9,2,61
8240.4,2,114.45,1,72
4269.9,0,99.3,0,43
6249.5,1,107.75,2,58
4742.8,1,66.8,0,71
2092.2,0,95.1,2,22
2896.8,0,85.2,1,34
3793.4,0,72.95,0,52
2806.4,0,43.85,2,64
3751.0,1,85.25,0,44
582.4,0,44.8,0,13
2173.2,0,90.55,1,24
8032.5,2,114.75,1,70
5386.5,2,76.95,1,70
85.0,0,85.0,2,1
1512.0,2,21.0,0,72
841.5,0,76.5,2,11
717.5999999999999,1,59.8,2,12
7963.2,2,110.6,1,72
810.8,0,101.35,2,8
1279.5,0,85.3,2,15
728.0,0,56.0,2,13
5412.799999999999,2,79.6,0,68
1360.85,0,80.05,0,17
1806.95,2,25.45,0,71
414.6,0,69.1,2,6
472.8,2,19.7,3,24
546.5999999999999,0,91.1,2,6
907.1,2,19.3,0,47
302.6,0,75.65,2,4
1219.4,0,93.8,1,13
223.65,0,74.55,2,3
645.0,0,53.75,3,12
1357.4499999999998,1,79.85,1,17
1105.8,1,58.2,2,19
1092.0,2,21.0,0,52
2599.8500000000004,0,89.65,3,29
136.35000000000002,0,45.45,3,3
109.35,0,36.45,3,3
2678.4,1,83.7,1,32
80.85,0,80.85,3,1
5728.25,1,104.15,2,55
1971.0,0,98.55,3,20
438.9,1,19.95,3,22
4857.0,0,80.95,2,60
2384.1,0,88.3,1,27
74.35,0,74.35,2,1
374.0,0,93.5,2,4
255.9,0,85.3,2,3
352.20000000000005,0,29.35,1,12
875.5,0,51.5,3,17
969.6,2,20.2,0,48
939.6,0,78.3,2,12
1109.25,2,24.65,0,45
51.2,0,51.2,3,1
6138.0,2,85.25,2,72
2805.6,1,100.2,2,28
4131.0,0,81.0,0,51
49.9,0,49.9,3,1
524.0,2,65.5,3,8
4558.0,1,106.0,1,43
1854.6,0,84.3,3,22
368.1,0,20.45,3,18
3523.5,1,65.25,0,54
1051.05,0,80.85,2,13
5892.6,0,85.4,0,69
3745.5,2,56.75,1,66
1009.65,1,19.05,1,53
57.3,0,19.1,3,3
394.0,2,19.7,3,20
18.85,0,18.85,3,1
2367.4,1,62.3,3,38
263.90000000000003,0,20.3,3,13
5121.45,0,89.85,2,57
1326.6,2,19.8,3,67
611.6,0,55.6,2,11
701.4,0,50.1,0,14
1687.35,0,80.35,2,21
19.7,0,19.7,3,1
1475.0,2,25.0,3,59
4360.2,0,101.4,2,43
269.85,2,38.55,3,7
4550.0,2,81.25,1,56
953.55,0,73.35,3,13
88.94999999999999,0,29.65,3,3
609.2,2,76.15,1,8
70.15,0,70.15,3,1
171.25,0,34.25,2,5
457.9,0,24.1,1,19
0.0,2,52.55,0,0
1398.7,2,19.7,1,71
408.6,0,45.4,2,9
73.5,0,73.5,0,1
592.8,2,24.7,3,24
58.8,1,19.6,3,3
4034.55,0,103.45,2,39
6437.7,2,93.3,0,69
2009.7,0,60.9,3,33
1227.6,0,51.15,2,24
320.0,0,20.0,3,16
770.25,2,19.75,3,39
752.95,0,20.35,0,37
6464.55,2,91.05,3,71
2612.9,1,90.1,0,29
6235.6,2,91.7,2,68
5265.0,1,101.25,0,52
180.75,0,60.25,2,3
81.7,0,81.7,2,1
8247.6,2,114.55,0,72
2182.7000000000003,0,83.95,2,26
241.5,0,80.5,2,3
61.5,0,20.5,2,3
6569.65,0,111.35,2,59
3476.55,0,105.35,0,33
2228.2000000000003,0,85.7,1,26
3012.0,0,100.4,0,30
1734.6999999999998,0,78.85,3,22
6462.0,2,89.75,1,72
175.35,0,25.05,0,7
7299.599999999999,1,110.6,1,66
7494.05,2,105.55,2,71
602.0,0,75.25,2,8
1551.75,0,103.45,2,15
7430.5,1,106.15,2,70
4680.5,2,85.1,0,55
19.05,0,19.05,3,1
6451.200000000001,0,102.4,2,63
200.0,0,20.0,2,10
221.55,0,73.85,2,3
1080.0,2,20.0,3,54
4838.400000000001,2,67.2,1,72
719.6,0,25.7,3,28
5573.75,0,85.75,2,65
1424.5,2,20.35,1,70
2780.25,0,50.55,1,55
1394.0,2,20.5,1,68
864.0,2,19.2,2,45
673.65,0,74.85,2,9
8316.0,2,115.5,0,72
6345.6,0,99.15,1,64
6026.400000000001,2,83.7,0,72
3992.65,1,84.95,0,47
20.5,0,20.5,3,1
391.4,0,20.6,3,19
294.9,0,49.15,2,6
1168.8000000000002,1,24.35,0,48
19.5,0,19.5,3,1
4693.5,2,74.5,1,63
600.0,0,75.0,2,8
6779.5,2,104.3,1,65
860.0,1,20.0,3,43
2071.0,0,54.5,2,38
45.15,0,45.15,2,1
40.6,0,20.3,3,2
321.4,0,80.35,2,4
7586.55,2,109.95,2,69
223.35,0,74.45,1,3
7714.0,2,110.2,2,70
197.4,0,49.35,2,4
4744.900000000001,1,103.15,2,46
89.2,0,44.6,2,2
4520.75,2,69.55,3,65
1839.2,0,96.8,2,19
1294.65,0,61.65,3,21
3787.2,2,78.9,1,48
1515.5500000000002,0,89.15,2,17
1283.2,2,20.05,0,64
6081.900000000001,1,92.15,0,66
5484.5,1,78.35,0,70
2322.9,0,80.1,1,29
62.8,0,62.8,3,1
923.55,2,19.65,0,47
1483.9,2,20.9,0,71
869.4,2,20.7,3,42
4956.900000000001,2,79.95,1,62
2522.8,2,45.05,0,56
8088.5,1,115.55,1,70
1042.75,2,24.25,3,43
3889.6,1,88.4,3,44
1237.95,1,45.85,1,27
3206.9500000000003,1,103.45,2,31
256.75,2,19.75,3,13
2360.8,0,90.8,2,26
1085.6,2,18.4,0,59
4827.150000000001,0,94.65,2,51
84.65,0,84.65,3,1
5155.200000000001,0,107.4,0,48
5649.0,2,80.7,2,70
321.6,1,20.1,3,16
6894.3,2,102.9,0,67
842.8000000000001,0,30.1,1,28
262.4,0,65.6,2,4
1389.6,2,19.3,0,72
952.5,1,38.1,1,25
4651.200000000001,2,96.9,0,48
7653.599999999999,2,106.3,0,72
171.4,0,85.7,2,2
4838.400000000001,0,86.4,2,56
1317.9,2,19.1,3,69
404.55,0,44.95,3,9
2961.85,1,80.05,2,37
2876.4,1,56.4,1,51
1760.5,2,25.15,1,70
3938.7,0,103.65,2,38
2083.8,0,90.6,2,23
880.0,1,20.0,0,44
102.25,2,20.45,3,5
7061.8,1,105.4,1,67
1490.4,2,20.7,3,72
658.35,1,94.05,3,7
4317.3,2,79.95,0,54
3302.55,1,80.55,2,41
6851.25,0,108.75,2,63
70.4,0,70.4,2,1
5870.5,2,99.5,1,59
5482.5,2,109.65,2,50
285.29999999999995,0,95.1,2,3
7043.2,2,99.2,2,71
1177.05,2,20.65,0,57
1203.0,0,80.2,2,15
3992.4,2,55.45,1,72
3114.3,0,74.15,1,42
7070.400000000001,2,98.2,0,72
455.4,2,25.3,1,18
4564.0,1,65.2,0,70
2177.5,0,83.75,2,26
1641.6,2,25.65,1,64
643.6,0,80.45,1,8
7694.200000000001,2,113.15,2,68
1974.5,0,89.75,0,22
6098.400000000001,2,84.7,1,72
469.2,2,20.4,0,23
698.4000000000001,0,29.1,2,24
1508.0,0,94.25,2,16
6819.75,0,108.25,1,63
7736.400000000001,2,107.45,1,72
512.0999999999999,0,85.35,2,6
5828.0,1,94.0,0,62
171.45000000000002,0,19.05,3,9
1743.05,2,24.55,2,71
1012.5,0,56.25,3,18
666.4499999999999,0,74.05,2,9
5637.6,0,117.45,2,48
653.4,2,19.8,1,33
2751.3,1,101.9,1,27
7301.0,2,104.3,0,70
342.54999999999995,1,20.15,3,17
2283.7000000000003,0,55.7,0,41
337.40000000000003,0,48.2,2,7
2093.0,0,80.5,2,26
516.5,0,51.65,3,10
3040.9500000000003,2,53.35,1,57
2135.0,0,61.0,3,35
2256.8,0,80.6,2,28
7902.0,2,109.75,0,72
2289.6,0,84.8,0,27
1393.6,2,20.8,3,67
223.85,0,20.35,3,11
7224.3,1,104.7,0,69
5103.8,0,98.15,0,52
4232.8,1,81.4,1,52
483.6,1,20.15,3,24
240.6,2,20.05,2,12
44.35,0,44.35,0,1
290.25,2,19.35,3,15
849.6,0,94.4,2,9
1599.3,0,88.85,2,18
1659.9,2,25.15,1,66
2617.4,1,56.9,3,46
148.8,0,74.4,2,2
1474.75,1,86.75,2,17
1894.1,1,40.3,2,47
6835.5,2,108.5,1,63
20.3,0,20.3,3,1
4620.0,2,66.0,2,70
777.1,0,20.45,3,38
1421.0,1,24.5,1,58
3885.0,1,64.75,2,60
5994.200000000001,2,88.15,2,68
2908.8,1,60.6,0,48
3741.5,0,106.9,2,35
5687.099999999999,2,80.1,3,71
3124.0,2,56.8,3,55
4212.599999999999,0,100.3,2,42
5429.2,0,96.95,1,56
2482.0,1,62.05,1,40
6105.599999999999,2,84.8,1,72
2913.6,0,91.05,0,32
2985.5,0,85.3,1,35
5921.799999999999,0,102.1,1,58
3309.75,2,73.55,3,45
1648.0,0,82.4,2,20
208.8,0,69.6,3,3
6055.4,2,89.05,0,68
671.85,0,74.65,2,9
2696.4,0,74.9,0,36
1487.4,0,40.2,1,37
70.85,0,70.85,3,1
7520.400000000001,1,104.45,1,72
80.2,0,80.2,3,1
3063.5,0,55.7,2,55
1521.8,1,54.35,3,28
3055.0,2,58.75,0,52
44.0,0,44.0,2,1
3378.9,1,80.45,1,42
4674.6,0,95.4,0,49
2492.1,1,95.85,0,26
689.5,2,19.7,1,35
45.25,0,45.25,0,1
5621.2,0,108.1,1,52
7966.8,2,110.65,1,72
3804.75,0,84.55,3,45
4292.7,0,104.7,2,41
