no_internet_service,payment_method_mailed_check,contract_one_year,monthly_charges,tenure,churn
1.0,1.0,0.0,20.55,2,0
0.0,0.0,1.0,104.95,72,0
0.0,0.0,0.0,55.15,24,0
0.0,0.0,0.0,101.75,42,1
1.0,1.0,0.0,20.85,45,0
0.0,0.0,1.0,99.5,59,1
0.0,0.0,1.0,96.0,63,0
1.0,1.0,0.0,20.25,1,0
0.0,0.0,0.0,60.0,43,0
0.0,0.0,0.0,87.25,71,0
0.0,0.0,0.0,43.8,12,0
1.0,1.0,0.0,19.15,25,0
0.0,0.0,0.0,83.55,72,0
0.0,0.0,0.0,55.0,6,0
1.0,0.0,1.0,25.35,30,0
0.0,0.0,1.0,100.25,46,0
0.0,0.0,0.0,73.25,2,1
0.0,0.0,0.0,106.35,47,0
0.0,0.0,0.0,34.2,51,0
1.0,0.0,0.0,20.75,42,0
0.0,0.0,0.0,101.35,62,0
1.0,0.0,0.0,20.55,5,0
0.0,0.0,0.0,71.85,53,0
0.0,0.0,0.0,98.7,10,1
0.0,0.0,0.0,57.45,18,1
1.0,1.0,0.0,19.75,1,0
0.0,0.0,0.0,85.5,51,0
0.0,0.0,1.0,85.55,61,0
0.0,0.0,0.0,44.65,7,0
0.0,0.0,0.0,103.85,50,1
0.0,0.0,0.0,80.1,4,0
0.0,0.0,0.0,85.2,47,1
0.0,0.0,0.0,62.45,32,0
0.0,0.0,0.0,45.25,2,1
0.0,0.0,0.0,36.5,27,1
0.0,1.0,0.0,55.55,10,0
0.0,0.0,0.0,80.25,1,1
0.0,0.0,0.0,74.05,21,1
1.0,0.0,0.0,21.05,12,0
1.0,1.0,0.0,19.75,1,1
1.0,0.0,0.0,19.6,51,0
0.0,0.0,0.0,58.7,3,0
0.0,1.0,0.0,107.45,72,0
0.0,1.0,0.0,44.4,1,1
0.0,0.0,0.0,85.4,5,1
0.0,0.0,0.0,85.05,1,1
1.0,1.0,0.0,25.1,66,0
0.0,0.0,0.0,75.35,61,0
0.0,0.0,0.0,99.55,32,1
1.0,0.0,0.0,19.35,65,0
0.0,0.0,1.0,101.1,41,0
0.0,1.0,0.0,89.8,14,1
0.0,0.0,0.0,89.55,2,1
0.0,0.0,1.0,58.0,29,0
0.0,0.0,0.0,51.2,10,0
0.0,0.0,0.0,69.75,32,1
1.0,1.0,0.0,19.95,7,0
0.0,0.0,0.0,77.35,71,0
1.0,1.0,1.0,19.5,11,0
1.0,1.0,0.0,20.75,2,0
1.0,1.0,0.0,21.05,1,0
1.0,1.0,1.0,19.8,23,0
0.0,0.0,0.0,101.15,62,0
0.0,0.0,0.0,78.55,7,0
0.0,0.0,0.0,113.65,71,0
0.0,0.0,0.0,87.15,2,1
0.0,0.0,0.0,68.75,72,0
1.0,0.0,0.0,19.85,71,0
0.0,0.0,0.0,80.45,12,1
0.0,1.0,0.0,44.3,3,1
0.0,0.0,0.0,99.15,21,0
1.0,0.0,0.0,19.7,8,0
1.0,1.0,1.0,19.5,10,0
0.0,1.0,0.0,49.9,3,1
0.0,0.0,0.0,84.1,52,1
1.0,0.0,0.0,19.15,58,0
0.0,1.0,1.0,75.55,36,0
0.0,1.0,0.0,81.05,61,0
1.0,0.0,0.0,20.05,62,0
0.0,0.0,0.0,114.85,72,0
0.0,0.0,0.0,93.35,59,0
1.0,0.0,0.0,20.4,13,0
0.0,0.0,0.0,90.05,34,0
0.0,0.0,0.0,45.7,1,1
0.0,0.0,0.0,54.45,22,1
1.0,0.0,0.0,24.25,71,0
0.0,0.0,0.0,90.05,49,1
0.0,0.0,0.0,90.1,9,0
0.0,0.0,0.0,77.85,4,1
1.0,0.0,0.0,25.1,72,0
0.0,0.0,0.0,99.5,25,1
0.0,0.0,0.0,25.1,1,1
1.0,0.0,1.0,19.8,42,0
0.0,0.0,0.0,99.05,35,0
0.0,1.0,0.0,24.7,1,0
1.0,1.0,0.0,18.8,3,0
0.0,0.0,1.0,59.85,44,0
0.0,0.0,1.0,95.0,45,0
0.0,0.0,0.0,30.2,1,1
0.0,0.0,0.0,90.55,71,0
0.0,0.0,0.0,95.95,18,0
0.0,1.0,0.0,74.9,2,0
0.0,1.0,0.0,50.45,1,1
0.0,0.0,0.0,100.0,33,0
0.0,0.0,0.0,88.7,72,0
0.0,0.0,1.0,56.45,71,0
0.0,0.0,0.0,73.55,2,1
1.0,0.0,0.0,20.1,57,0
0.0,0.0,1.0,50.95,52,0
0.0,0.0,0.0,103.7,49,1
0.0,1.0,0.0,70.75,1,1
1.0,1.0,0.0,20.9,1,1
1.0,1.0,0.0,20.65,7,0
0.0,0.0,0.0,93.9,18,0
0.0,0.0,0.0,70.3,2,0
0.0,1.0,0.0,55.05,37,0
1.0,1.0,0.0,24.05,1,1
0.0,0.0,1.0,45.0,48,0
0.0,0.0,0.0,96.1,37,0
0.0,0.0,0.0,74.5,3,0
0.0,1.0,0.0,55.0,35,1
1.0,1.0,0.0,19.9,15,0
1.0,1.0,0.0,20.35,1,0
1.0,0.0,0.0,20.55,72,0
1.0,0.0,0.0,19.0,18,0
0.0,0.0,0.0,86.25,2,1
0.0,1.0,0.0,55.25,35,0
0.0,0.0,0.0,48.55,11,1
0.0,0.0,0.0,78.8,26,0
0.0,0.0,0.0,72.25,37,0
0.0,0.0,0.0,99.9,56,0
0.0,0.0,0.0,59.75,69,0
1.0,0.0,0.0,19.9,71,0
0.0,0.0,0.0,115.55,62,0
0.0,1.0,0.0,35.0,50,0
0.0,0.0,1.0,110.8,62,0
0.0,0.0,1.0,100.05,54,0
0.0,0.0,0.0,86.7,63,0
0.0,1.0,0.0,57.95,22,0
1.0,0.0,0.0,19.4,30,0
0.0,0.0,1.0,53.5,57,0
0.0,0.0,1.0,97.8,58,0
0.0,0.0,0.0,44.85,55,0
0.0,0.0,0.0,101.9,37,1
0.0,1.0,0.0,54.45,2,0
0.0,0.0,0.0,88.2,49,0
0.0,0.0,0.0,78.85,24,1
0.0,0.0,1.0,55.25,29,0
0.0,0.0,0.0,44.7,1,1
0.0,0.0,0.0,109.95,72,0
0.0,0.0,0.0,64.05,11,0
0.0,0.0,0.0,69.0,7,1
1.0,1.0,0.0,20.6,59,0
0.0,0.0,1.0,55.9,68,0
0.0,0.0,0.0,94.1,67,0
0.0,0.0,0.0,79.2,2,1
0.0,0.0,0.0,90.7,31,0
0.0,1.0,0.0,64.25,16,0
0.0,0.0,0.0,80.15,1,1
0.0,0.0,0.0,93.85,17,1
0.0,0.0,0.0,89.15,7,0
1.0,0.0,0.0,20.95,1,0
0.0,0.0,0.0,36.25,10,0
0.0,0.0,0.0,90.35,2,0
0.0,0.0,0.0,90.3,59,0
0.0,0.0,0.0,75.05,3,1
0.0,1.0,0.0,85.1,72,0
0.0,0.0,0.0,89.05,22,0
0.0,1.0,0.0,50.55,13,0
0.0,1.0,0.0,45.25,10,0
0.0,0.0,0.0,46.35,35,0
0.0,0.0,0.0,99.0,71,0
0.0,0.0,0.0,74.9,32,1
0.0,1.0,0.0,55.8,5,0
0.0,0.0,0.0,84.85,31,0
0.0,0.0,0.0,45.2,46,0
0.0,0.0,0.0,79.15,20,1
0.0,0.0,0.0,79.85,10,0
0.0,0.0,0.0,107.35,47,1
0.0,1.0,0.0,90.15,23,0
0.0,0.0,0.0,94.3,21,0
0.0,0.0,1.0,90.05,63,0
0.0,0.0,0.0,50.15,2,1
1.0,1.0,0.0,19.95,5,0
0.0,0.0,0.0,80.25,4,0
0.0,0.0,0.0,66.25,52,0
1.0,0.0,1.0,19.6,26,0
0.0,0.0,0.0,70.2,2,1
1.0,1.0,0.0,20.15,1,0
0.0,0.0,0.0,54.3,44,0
0.0,0.0,0.0,25.05,2,1
1.0,0.0,0.0,19.85,2,0
0.0,0.0,0.0,107.55,33,0
0.0,0.0,0.0,95.0,30,0
0.0,0.0,0.0,100.2,14,1
1.0,1.0,0.0,19.6,1,1
0.0,0.0,0.0,94.55,12,0
0.0,0.0,0.0,89.2,41,0
0.0,0.0,0.0,102.6,9,0
0.0,0.0,0.0,110.25,69,0
0.0,0.0,0.0,79.9,1,1
1.0,1.0,0.0,20.0,2,0
0.0,0.0,0.0,49.4,2,1
0.0,1.0,0.0,55.65,30,0
0.0,0.0,1.0,93.5,51,0
0.0,0.0,1.0,100.65,50,0
1.0,0.0,0.0,24.25,69,0
0.0,0.0,0.0,110.5,70,0
0.0,0.0,0.0,61.35,52,0
0.0,0.0,0.0,49.4,18,1
0.0,0.0,0.0,89.15,46,0
1.0,0.0,0.0,19.35,55,0
0.0,0.0,0.0,75.55,5,1
0.0,0.0,0.0,86.85,3,1
1.0,1.0,0.0,18.95,6,0
0.0,0.0,0.0,84.1,70,0
0.0,0.0,0.0,72.1,59,0
0.0,0.0,1.0,54.55,40,0
1.0,0.0,0.0,19.9,71,0
0.0,1.0,0.0,80.1,5,0
0.0,0.0,0.0,85.95,10,0
0.0,0.0,1.0,107.45,65,0
0.0,1.0,0.0,24.3,5,0
0.0,0.0,0.0,49.9,1,0
1.0,1.0,1.0,19.4,57,0
0.0,1.0,0.0,81.0,62,0
0.0,0.0,0.0,69.1,30,0
0.0,1.0,0.0,33.75,29,0
1.0,0.0,0.0,24.95,56,0
0.0,0.0,1.0,45.0,58,0
0.0,0.0,1.0,73.0,35,0
0.0,0.0,0.0,104.6,67,0
0.0,0.0,0.0,84.8,70,0
0.0,0.0,1.0,56.25,24,0
0.0,1.0,1.0,56.95,34,0
0.0,0.0,0.0,99.65,71,0
0.0,0.0,0.0,83.25,4,0
0.0,0.0,0.0,80.85,12,1
0.0,0.0,0.0,51.55,15,1
1.0,0.0,1.0,24.9,46,0
0.0,1.0,0.0,61.9,44,0
0.0,1.0,0.0,102.65,40,0
0.0,0.0,0.0,104.85,14,1
0.0,0.0,1.0,60.65,68,0
0.0,1.0,0.0,61.05,33,0
1.0,0.0,1.0,20.0,29,0
0.0,0.0,1.0,107.0,59,0
0.0,0.0,0.0,74.3,25,0
0.0,0.0,0.0,69.2,7,0
0.0,0.0,0.0,69.65,16,0
0.0,0.0,1.0,74.05,38,0
0.0,0.0,0.0,67.8,10,0
1.0,1.0,0.0,19.9,69,0
0.0,0.0,1.0,55.45,54,0
0.0,0.0,1.0,84.6,53,0
1.0,1.0,0.0,19.9,1,1
0.0,0.0,0.0,74.65,41,0
1.0,0.0,1.0,20.1,31,0
0.0,0.0,0.0,107.05,20,0
0.0,0.0,0.0,25.35,19,0
0.0,0.0,1.0,75.7,50,0
1.0,0.0,0.0,19.7,27,0
0.0,0.0,0.0,109.75,54,1
0.0,0.0,0.0,95.05,42,0
1.0,1.0,0.0,19.0,1,0
1.0,0.0,0.0,19.2,12,0
0.0,0.0,1.0,100.6,49,1
0.0,1.0,0.0,69.05,27,0
1.0,0.0,0.0,19.55,24,0
0.0,0.0,1.0,105.4,67,0
0.0,0.0,0.0,45.4,2,0
0.0,0.0,0.0,114.1,72,0
0.0,0.0,1.0,106.5,52,0
0.0,1.0,0.0,74.15,10,1
0.0,0.0,0.0,74.4,72,0
0.0,0.0,0.0,74.65,7,1
0.0,0.0,0.0,115.75,72,0
0.0,0.0,0.0,80.75,51,0
0.0,0.0,0.0,98.1,26,0
0.0,0.0,0.0,109.1,52,0
1.0,0.0,1.0,20.55,47,0
1.0,0.0,0.0,18.55,36,0
1.0,1.0,0.0,19.85,3,1
0.0,0.0,0.0,71.25,1,0
0.0,0.0,0.0,43.65,12,1
0.0,0.0,0.0,111.9,72,0
1.0,0.0,0.0,20.05,12,0
0.0,0.0,0.0,95.1,1,1
0.0,0.0,1.0,70.4,30,0
0.0,0.0,0.0,49.55,42,0
0.0,0.0,0.0,69.35,3,1
0.0,0.0,0.0,89.05,13,1
0.0,0.0,0.0,100.15,12,1
0.0,0.0,0.0,100.6,57,1
0.0,0.0,0.0,85.0,32,1
0.0,0.0,1.0,76.9,68,0
1.0,1.0,0.0,19.85,8,0
1.0,1.0,0.0,20.2,1,1
1.0,1.0,0.0,20.1,46,0
0.0,0.0,0.0,95.25,10,0
0.0,0.0,0.0,29.9,4,0
0.0,0.0,0.0,46.3,1,0
0.0,0.0,0.0,84.6,4,1
1.0,0.0,0.0,19.6,68,0
0.0,0.0,0.0,94.35,58,0
0.0,1.0,0.0,24.4,1,0
0.0,0.0,0.0,73.3,12,0
0.0,0.0,0.0,114.3,72,0
0.0,0.0,0.0,100.5,5,1
1.0,0.0,1.0,19.7,20,0
1.0,1.0,0.0,19.15,27,0
0.0,0.0,0.0,84.75,31,0
0.0,0.0,1.0,97.65,70,0
0.0,0.0,1.0,69.35,67,0
0.0,0.0,0.0,50.4,3,0
1.0,1.0,0.0,20.2,1,1
0.0,0.0,1.0,54.4,28,0
1.0,1.0,1.0,19.85,29,0
0.0,0.0,0.0,75.35,4,1
0.0,1.0,0.0,79.6,50,0
0.0,0.0,1.0,64.2,34,0
0.0,0.0,1.0,89.55,67,0
0.0,0.0,0.0,103.95,72,0
0.0,0.0,0.0,99.6,4,1
0.0,0.0,0.0,84.35,7,0
0.0,0.0,1.0,103.7,47,0
0.0,0.0,0.0,51.0,11,0
0.0,0.0,0.0,104.8,40,1
0.0,0.0,0.0,101.85,40,1
1.0,1.0,1.0,19.75,41,0
0.0,0.0,0.0,94.5,31,0
1.0,0.0,0.0,23.4,62,0
0.0,0.0,1.0,103.95,61,0
0.0,0.0,0.0,36.15,67,0
1.0,0.0,0.0,24.3,72,0
0.0,0.0,0.0,38.6,62,0
0.0,0.0,0.0,69.6,2,1
0.0,1.0,0.0,100.05,59,0
0.0,0.0,0.0,56.4,4,0
0.0,0.0,0.0,90.25,72,0
0.0,0.0,1.0,64.95,70,0
1.0,0.0,0.0,24.5,71,0
0.0,0.0,0.0,99.25,38,1
0.0,0.0,0.0,90.6,19,1
0.0,0.0,0.0,70.3,3,1
0.0,1.0,0.0,58.5,4,0
0.0,1.0,0.0,46.0,4,1
0.0,1.0,0.0,95.15,18,1
1.0,0.0,1.0,24.6,51,0
0.0,0.0,0.0,84.6,13,1
0.0,0.0,0.0,80.35,3,0
0.0,0.0,0.0,84.6,10,1
0.0,0.0,0.0,99.4,61,0
1.0,0.0,1.0,19.8,12,0
0.0,0.0,0.0,35.4,31,1
1.0,1.0,0.0,20.05,1,0
0.0,0.0,0.0,65.55,72,0
0.0,0.0,0.0,90.45,14,1
0.0,0.0,0.0,80.5,11,1
0.0,0.0,1.0,94.8,56,0
0.0,0.0,0.0,81.15,31,0
1.0,1.0,0.0,19.65,4,0
0.0,0.0,0.0,64.95,21,0
1.0,0.0,1.0,20.75,22,0
0.0,0.0,0.0,69.75,1,1
0.0,0.0,0.0,90.45,23,0
0.0,0.0,1.0,39.5,29,0
0.0,0.0,0.0,59.6,47,0
0.0,0.0,0.0,109.4,65,0
0.0,1.0,0.0,29.9,1,0
0.0,0.0,0.0,54.4,8,0
0.0,0.0,1.0,83.15,24,0
0.0,0.0,0.0,83.85,9,1
0.0,0.0,0.0,50.35,5,1
0.0,0.0,0.0,89.7,25,1
0.0,0.0,0.0,68.95,2,1
1.0,1.0,1.0,19.7,6,0
1.0,0.0,1.0,19.5,41,0
0.0,1.0,0.0,44.65,11,0
0.0,0.0,0.0,99.05,29,1
1.0,0.0,1.0,19.55,30,0
0.0,0.0,0.0,116.4,72,0
0.0,0.0,0.0,97.55,70,0
0.0,0.0,0.0,54.1,25,0
0.0,1.0,0.0,29.2,12,1
1.0,1.0,0.0,19.7,12,0
0.0,0.0,1.0,107.5,63,1
0.0,0.0,0.0,98.75,47,1
0.0,0.0,0.0,99.15,72,0
0.0,1.0,0.0,50.3,18,0
0.0,0.0,1.0,84.8,71,0
0.0,0.0,0.0,75.3,1,1
0.0,1.0,0.0,54.5,42,0
0.0,0.0,0.0,89.1,19,0
0.0,0.0,0.0,104.9,72,0
0.0,0.0,0.0,113.65,70,0
0.0,0.0,0.0,72.6,56,0
0.0,0.0,0.0,45.55,46,0
1.0,0.0,0.0,20.1,2,0
0.0,0.0,0.0,108.3,72,0
0.0,0.0,0.0,84.9,69,0
1.0,0.0,0.0,19.9,1,0
1.0,0.0,1.0,20.8,53,1
1.0,1.0,1.0,20.0,29,0
0.0,0.0,0.0,49.2,35,0
0.0,0.0,0.0,88.05,9,0
0.0,0.0,0.0,88.8,19,0
0.0,1.0,1.0,115.1,61,0
0.0,0.0,0.0,54.75,8,0
0.0,0.0,0.0,100.55,29,0
0.0,0.0,0.0,108.4,72,0
0.0,0.0,0.0,99.75,1,1
0.0,0.0,0.0,66.85,7,0
0.0,1.0,0.0,49.45,16,0
0.0,0.0,0.0,26.05,21,0
0.0,0.0,0.0,40.1,7,1
0.0,0.0,0.0,89.5,7,1
0.0,0.0,1.0,90.8,32,0
0.0,0.0,0.0,116.2,67,1
0.0,0.0,1.0,109.4,67,0
0.0,0.0,1.0,54.6,24,0
1.0,0.0,0.0,21.1,17,0
0.0,1.0,0.0,49.7,24,0
0.0,0.0,0.0,96.6,28,0
0.0,0.0,1.0,95.0,38,0
0.0,0.0,1.0,80.3,38,1
0.0,0.0,0.0,79.15,1,1
0.0,0.0,0.0,103.4,72,1
0.0,0.0,0.0,101.15,8,1
0.0,0.0,0.0,89.8,62,0
0.0,0.0,1.0,88.4,67,0
1.0,1.0,0.0,20.25,18,0
0.0,1.0,0.0,64.2,2,0
0.0,0.0,1.0,34.05,33,0
1.0,0.0,0.0,24.4,71,0
1.0,1.0,0.0,20.65,7,0
0.0,0.0,0.0,69.7,5,1
0.0,0.0,0.0,92.7,17,0
1.0,0.0,1.0,20.05,12,0
0.0,0.0,0.0,108.75,50,0
0.0,0.0,0.0,50.9,45,0
0.0,0.0,0.0,98.6,56,0
0.0,0.0,0.0,75.95,59,0
0.0,0.0,0.0,86.6,1,1
0.0,0.0,0.0,80.8,1,1
0.0,0.0,0.0,89.55,67,0
0.0,0.0,1.0,45.05,39,0
0.0,0.0,0.0,92.9,36,0
0.0,0.0,0.0,70.45,72,0
0.0,0.0,0.0,100.05,66,1
1.0,0.0,0.0,19.5,9,0
1.0,0.0,0.0,25.8,68,0
1.0,1.0,0.0,23.5,7,0
1.0,0.0,0.0,19.75,1,0
0.0,1.0,0.0,50.4,4,1
0.0,0.0,0.0,73.15,39,0
1.0,1.0,1.0,20.65,7,0
0.0,0.0,0.0,84.45,72,0
0.0,0.0,0.0,101.0,46,1
0.0,0.0,1.0,98.45,61,0
1.0,1.0,1.0,19.7,20,0
0.0,0.0,1.0,100.0,43,1
1.0,0.0,0.0,20.65,62,0
0.0,0.0,0.0,46.25,69,0
0.0,0.0,0.0,60.95,2,0
0.0,0.0,0.0,81.1,32,0
0.0,0.0,0.0,104.4,10,1
0.0,0.0,0.0,99.55,68,0
0.0,1.0,1.0,75.3,13,1
0.0,1.0,0.0,53.85,2,1
1.0,0.0,0.0,26.1,34,0
0.0,0.0,0.0,89.8,72,0
0.0,0.0,1.0,104.65,64,0
1.0,1.0,0.0,20.55,60,0
0.0,0.0,0.0,64.6,3,0
0.0,0.0,0.0,70.35,2,0
0.0,0.0,1.0,95.5,65,0
1.0,1.0,0.0,24.95,50,0
0.0,0.0,1.0,81.15,63,0
0.0,0.0,0.0,89.45,60,0
1.0,1.0,0.0,26.25,22,0
0.0,0.0,0.0,80.65,8,1
0.0,0.0,0.0,73.65,23,0
0.0,0.0,0.0,73.9,4,1
1.0,0.0,0.0,19.2,2,0
1.0,1.0,0.0,20.35,20,0
0.0,1.0,0.0,80.85,0,0
1.0,0.0,0.0,19.6,2,1
1.0,0.0,0.0,25.8,62,0
0.0,0.0,0.0,80.35,14,0
1.0,0.0,0.0,19.55,56,0
0.0,0.0,0.0,94.25,34,1
0.0,0.0,1.0,90.45,63,0
0.0,0.0,1.0,35.8,49,0
0.0,0.0,0.0,100.85,34,0
0.0,0.0,0.0,44.05,1,0
0.0,0.0,0.0,90.8,72,0
0.0,1.0,0.0,49.95,13,0
0.0,0.0,1.0,83.0,68,1
0.0,0.0,0.0,70.4,4,1
0.0,0.0,0.0,55.2,18,0
0.0,0.0,0.0,99.95,19,1
0.0,0.0,0.0,79.2,40,1
1.0,1.0,1.0,19.5,14,0
0.0,0.0,0.0,44.95,46,0
0.0,0.0,0.0,84.85,1,1
0.0,0.0,0.0,65.45,8,0
0.0,1.0,0.0,59.7,23,0
0.0,0.0,0.0,73.25,56,0
0.0,0.0,0.0,84.3,3,0
0.0,1.0,0.0,64.75,55,0
0.0,1.0,0.0,49.25,4,0
0.0,0.0,0.0,65.2,72,0
1.0,1.0,0.0,19.4,17,0
0.0,0.0,0.0,99.05,65,0
1.0,1.0,0.0,20.2,1,1
0.0,1.0,1.0,80.2,52,0
1.0,0.0,1.0,19.9,25,0
0.0,0.0,1.0,94.3,58,0
0.0,0.0,0.0,47.6,71,0
0.0,0.0,0.0,73.6,3,0
0.0,1.0,0.0,66.7,17,0
0.0,0.0,0.0,70.35,1,0
0.0,0.0,0.0,80.5,17,0
0.0,0.0,1.0,54.15,13,0
0.0,0.0,0.0,69.55,1,1
0.0,0.0,1.0,58.75,29,0
0.0,0.0,0.0,112.95,57,1
0.0,0.0,0.0,51.25,12,0
0.0,0.0,0.0,90.5,13,1
1.0,1.0,0.0,24.6,53,0
0.0,0.0,0.0,59.75,57,0
0.0,0.0,1.0,106.25,65,1
0.0,1.0,0.0,60.4,4,1
0.0,0.0,0.0,54.8,13,0
1.0,1.0,0.0,19.05,8,0
0.0,0.0,0.0,106.15,60,0
0.0,0.0,0.0,88.15,15,1
0.0,0.0,0.0,69.5,1,1
1.0,1.0,0.0,20.15,4,0
0.0,0.0,1.0,30.4,34,0
0.0,0.0,0.0,44.55,1,0
0.0,0.0,1.0,108.35,35,0
0.0,0.0,0.0,55.3,2,0
1.0,1.0,0.0,20.65,34,0
1.0,1.0,1.0,19.8,15,0
0.0,0.0,0.0,66.4,42,0
1.0,0.0,1.0,19.7,70,0
0.0,0.0,1.0,78.95,34,0
1.0,1.0,0.0,20.1,1,1
0.0,0.0,0.0,79.35,42,0
1.0,0.0,0.0,19.25,1,0
0.0,0.0,1.0,53.45,57,0
0.0,0.0,0.0,64.7,14,1
0.0,0.0,0.0,56.75,10,0
0.0,0.0,1.0,65.25,22,0
1.0,0.0,0.0,19.75,15,1
1.0,0.0,1.0,24.15,60,0
0.0,0.0,0.0,99.45,9,1
0.0,0.0,1.0,61.35,59,0
0.0,0.0,0.0,106.35,34,1
0.0,0.0,0.0,100.25,1,1
0.0,0.0,1.0,97.05,48,0
0.0,0.0,0.0,89.9,71,0
0.0,0.0,0.0,59.7,71,0
0.0,0.0,0.0,44.2,9,1
1.0,1.0,0.0,24.5,10,0
0.0,0.0,0.0,115.05,72,0
0.0,0.0,0.0,29.8,3,0
0.0,0.0,0.0,53.75,57,0
0.0,0.0,0.0,56.85,35,0
0.0,0.0,0.0,69.5,50,0
0.0,0.0,0.0,85.5,9,0
0.0,0.0,0.0,49.2,12,0
0.0,0.0,1.0,97.95,60,0
0.0,0.0,0.0,30.3,46,1
0.0,1.0,1.0,33.6,12,0
0.0,0.0,1.0,53.8,11,0
0.0,0.0,0.0,40.6,39,0
0.0,0.0,0.0,103.7,50,1
0.0,0.0,0.0,86.85,19,0
0.0,0.0,0.0,104.9,72,0
0.0,0.0,0.0,95.6,7,1
0.0,0.0,1.0,67.45,37,0
1.0,1.0,0.0,25.75,31,0
0.0,1.0,0.0,69.95,1,1
0.0,0.0,0.0,111.65,72,0
0.0,0.0,0.0,61.4,32,0
0.0,0.0,0.0,72.8,46,0
0.0,0.0,0.0,95.6,27,0
1.0,0.0,1.0,20.55,69,0
0.0,0.0,0.0,88.85,4,1
0.0,0.0,0.0,92.9,14,0
1.0,0.0,1.0,19.75,32,0
1.0,1.0,1.0,19.45,67,0
1.0,0.0,0.0,19.75,1,0
0.0,0.0,1.0,90.65,43,0
1.0,1.0,0.0,19.95,21,0
0.0,1.0,0.0,49.25,2,0
0.0,1.0,0.0,49.85,12,0
0.0,1.0,0.0,35.75,28,0
0.0,0.0,0.0,104.1,30,0
0.0,0.0,0.0,89.05,16,1
0.0,1.0,1.0,79.45,31,1
0.0,0.0,0.0,59.45,14,0
0.0,1.0,0.0,109.75,72,0
1.0,1.0,0.0,20.9,53,0
0.0,0.0,0.0,39.9,68,0
0.0,0.0,0.0,89.7,50,0
0.0,0.0,1.0,105.55,70,0
0.0,0.0,0.0,59.8,65,0
0.0,0.0,0.0,70.5,1,1
0.0,0.0,0.0,94.8,36,0
0.0,0.0,0.0,58.75,57,0
0.0,1.0,0.0,88.4,9,0
0.0,0.0,0.0,54.7,3,1
1.0,0.0,0.0,24.9,19,0
0.0,1.0,0.0,118.6,68,0
0.0,0.0,0.0,95.9,29,1
0.0,0.0,0.0,82.65,17,0
0.0,0.0,0.0,115.05,71,0
0.0,1.0,0.0,89.15,1,1
0.0,0.0,0.0,79.3,49,0
0.0,0.0,0.0,84.45,13,1
0.0,0.0,0.0,100.45,39,0
1.0,0.0,0.0,20.45,49,0
0.0,0.0,0.0,84.75,22,0
0.0,0.0,0.0,68.05,61,0
1.0,0.0,0.0,20.55,1,1
0.0,0.0,0.0,104.4,2,1
1.0,1.0,1.0,20.05,7,0
1.0,0.0,0.0,25.45,71,0
1.0,1.0,1.0,19.95,17,0
0.0,0.0,0.0,75.85,3,1
1.0,0.0,0.0,24.75,72,0
0.0,0.0,1.0,55.8,40,0
1.0,0.0,0.0,20.05,14,0
0.0,0.0,1.0,108.05,65,0
0.0,0.0,0.0,100.5,47,0
1.0,1.0,0.0,20.15,25,0
0.0,1.0,0.0,72.6,2,0
0.0,0.0,1.0,59.9,46,1
1.0,1.0,0.0,21.0,55,0
0.0,0.0,0.0,109.85,63,0
0.0,0.0,0.0,86.1,62,0
0.0,0.0,0.0,45.3,48,1
0.0,0.0,0.0,78.2,18,0
0.0,0.0,0.0,86.4,71,0
0.0,0.0,0.0,89.65,35,0
0.0,1.0,0.0,56.7,27,0
0.0,0.0,0.0,92.2,68,0
1.0,1.0,0.0,20.4,3,0
1.0,0.0,0.0,20.7,39,0
0.0,0.0,1.0,94.45,53,0
0.0,0.0,1.0,90.1,28,1
0.0,0.0,0.0,74.65,5,0
1.0,0.0,0.0,19.75,10,0
0.0,1.0,1.0,35.4,50,0
0.0,0.0,0.0,78.7,19,0
0.0,0.0,1.0,70.35,17,0
0.0,1.0,0.0,51.8,20,0
1.0,0.0,0.0,20.0,63,0
0.0,0.0,0.0,86.65,72,0
0.0,0.0,0.0,91.6,52,0
1.0,0.0,0.0,19.5,59,0
0.0,0.0,1.0,64.5,30,0
0.0,0.0,0.0,94.95,19,0
0.0,0.0,1.0,113.45,47,0
0.0,0.0,1.0,44.15,43,0
0.0,0.0,0.0,57.5,57,0
0.0,0.0,0.0,54.15,59,0
0.0,0.0,0.0,84.6,12,0
0.0,1.0,1.0,56.35,43,0
0.0,0.0,0.0,86.55,64,0
1.0,0.0,0.0,19.85,6,0
0.0,0.0,0.0,70.3,1,1
1.0,1.0,0.0,25.15,17,0
0.0,0.0,1.0,106.0,60,1
0.0,0.0,0.0,114.05,72,0
0.0,1.0,0.0,43.25,5,1
0.0,0.0,0.0,109.3,65,0
0.0,0.0,0.0,59.45,6,0
0.0,0.0,0.0,74.4,4,1
0.0,0.0,0.0,105.85,20,1
1.0,1.0,0.0,24.4,61,0
0.0,0.0,0.0,105.25,65,1
0.0,0.0,0.0,115.55,72,0
0.0,0.0,0.0,105.5,8,1
0.0,1.0,1.0,74.05,12,1
0.0,0.0,0.0,108.15,43,1
0.0,0.0,0.0,40.3,30,1
0.0,0.0,0.0,80.65,58,0
0.0,1.0,1.0,70.6,46,0
0.0,0.0,0.0,94.1,24,0
0.0,0.0,1.0,51.8,49,1
0.0,0.0,0.0,70.65,4,0
0.0,1.0,1.0,49.55,10,0
0.0,0.0,0.0,55.0,54,1
